REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE83,FAC_ACCURACY,FAC_REFERENCE,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,edf_source,latlon_merge_src,FIPS_CODE,CENSUS_BLOCK_CODE,HDATUM_DESC,GC_postal_code,GC_location_address,GC_location_type,GC_geocode_result,GC_geocode_attempt,GC_lat,GC_lng
110070123032,NA,NA,NA,NA,102 102 W 8TH ST,REO PROCESSING TEXAS,FREEPORT,BRAZORIA,NA,77541-5656,28.94526,NA,-95.348327,NA,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.94526,-95.348327,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48039,480000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070123048,NA,NA,NA,NA,2366 2366 SULPHUR PLANT RD,NATGASOLINE,BEAUMONT,JEFFERSON,NA,77705,30.02779,NA,-94.05786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.02779,-94.05786,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070124252,NA,NA,NA,NA,10550 ELLA BLVD,AMAZONCOM SERVICES HOU2,HOUSTON,HARRIS,NA,77038-2324,29.93728,NA,-95.4324,200,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.93728,-95.4324,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070126631,NA,NA,NA,NA,521 HIGHWAY 90 A STE 140,VWR MISSOURI CITY,MISSOURI CITY,FORT BEND,NA,77489-1305,29.6244,NA,-95.523214,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6244,-95.523214,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48157,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070135386,NA,NA,NA,NA,9701 MANCHESTER,VALERO ENERGY PARTNERS LP,HOUSTON,HARRIS,NA,77012,29.71839,NA,-95.25343,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.71839,-95.25343,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070135413,NA,NA,NA,NA,1000 N. SOUTH STREET,ETHYL CORPORATION,PASADENA,HARRIS,NA,77503,29.734056,NA,-95.17,3,WATER RELEASE PIPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.734056,-95.17,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070135427,NA,NA,NA,NA,2701 APPELT DR,CHEMSTATION OF SOUTH TEXAS,HOUSTON,HARRIS,NA,77015,29.76804,NA,-95.147201,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.76804,-95.147201,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070144053,NA,NA,NA,NA,1900 TIDAL RD,THE DOW CHEMICAL COMPANY,DEER PARK,HARRIS,NA,77536,29.73151,NA,-95.10135,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.73151,-95.10135,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070151869,NA,NA,NA,NA,4505 AMERIPORT PKWY.,PALMER LOGISTICS,BAYTOWN,CHAMBERS,NA,77523,29.765877,NA,-94.883119,508,ADMINISTRATIVE BUILDING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.765877,-94.883119,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48071,481000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070158531,NA,NA,NA,NA,2330 FM 2917 RD,ALLIED PETROCHEMICAL,ALVIN,BRAZORIA,NA,77511,29.318786,NA,-95.254903,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.318786,-95.254903,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48039,480000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070164098,NA,NA,NA,NA,102 OLD UNDERWOOD RD,SONGWON INTERNATIONAL AMERICAS INC. - LA PORTE,LA PORTE,HARRIS,NA,77571,29.702381,NA,-95.088429,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.702381,-95.088429,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070165077,NA,NA,NA,NA,15100 BELLAIRE BLVD,TEXACO SERVICE STATION,HOUSTON,HARRIS,NA,770833104,29.70135,NA,-95.65258,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.70135,-95.65258,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070165078,NA,NA,NA,NA,13210 VETERANS MEMORIAL DR,TEXACO SERVICE STATION 42 049 1526,HOUSTON,HARRIS,NA,770141602,29.979361,NA,-95.49194,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.979361,-95.49194,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070165083,NA,NA,NA,NA,11905 BISSONNET ST,TEXACO SERVICE STATION,HOUSTON,HARRIS,NA,770991469,29.67517,NA,-95.58771,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.67517,-95.58771,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070165618,NA,NA,NA,NA,BRAZORIA,MISSION PETRO CARRIERS,ANGLETON,BRAZORIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0444147,29.0444147,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,39,NA,NAD83,77422,"Brazoria, TX 77422, USA",APPROXIMATE,success,1,29.0444147,-95.5691126
110070167735,NA,NA,NA,NA,102 CAVALCADE ST,EXXON USA,HOUSTON,HARRIS,NA,770093211,29.803948,NA,-95.37185,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.803948,-95.37185,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070167935,NA,NA,NA,NA,1900 COUNTY ROAD 242 # A,BRYAN MOUND STRATEGIC PETROLEUM RESERVE,FREEPORT,BRAZORIA,NA,775418200,28.92034,NA,-95.37351,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.92034,-95.37351,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,39,480000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070168607,NA,NA,NA,NA,7 MI SE OF ALVIN ON FM,EASTMAN CHEMICAL SORBIC UNIT CHOCOLATE BAYOU,ALVIN,BRAZORIA,NA,77512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4187707,29.4187707,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,39,NA,NAD83,77512,"Alvin, TX 77512, USA",APPROXIMATE,success,1,29.4187707,-95.2390673
110070170381,NA,NA,NA,NA,22560 ALDINE WESTFIELD RD,TEXACO SERVICE STATION,SPRING,HARRIS,NA,773738808,30.04196,NA,-95.38301,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.04196,-95.38301,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070170409,NA,NA,NA,NA,11019 BRIAR FOREST DR,TEXACO SERVICE STATION,HOUSTON,HARRIS,NA,770422211,29.74787,NA,-95.57166,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.74787,-95.57166,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070170419,NA,NA,NA,NA,890 S MASON RD,TEXACO SERVICE STATION 42 049 1394,KATY,HARRIS,NA,774503941,29.77003,NA,-95.75177,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.77003,-95.75177,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070176192,NA,NA,NA,NA,6400 N ELDRIDGE PKWY,AUTOZONE 4242,HOUSTON,HARRIS,NA,770413506,29.86839,NA,-95.60839,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.86839,-95.60839,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070176195,NA,NA,NA,NA,10140 HIGHWAY 6,AUTOZONE 4248,MISSOURI CITY,FORT BEND,NA,774594746,29.53245,NA,-95.51203,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.53245,-95.51203,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,157,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070177778,NA,NA,NA,NA,FROM ALVIN GO S ON HWY 35 FOR 7 MI UNTIL THE HWY I,SODIUM CYANIDE MANUFACTURING PLANT,ALVIN,BRAZORIA,NA,77512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,39,NA,NAD83,NA,NA,NA,error,1,NA,NA
110070178123,NA,NA,NA,NA,8477 HIGHWAY 6 N,AUTOZONE 4259,HOUSTON,HARRIS,NA,770952003,29.901205,NA,-95.634832,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.901205,-95.634832,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070178124,NA,NA,NA,NA,11902 SPRING CYPRESS RD,AUTOZONE 4258,TOMBALL,HARRIS,NA,773778086,30.012817,NA,-95.605488,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.012817,-95.605488,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070178127,NA,NA,NA,NA,13739 CYPRESS NORTH HOUSTON RD,AUTOZONE 4240,CYPRESS,HARRIS,NA,774293752,29.9474,NA,-95.62746,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9474,-95.62746,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070180005,NA,NA,NA,NA,13103 BAYPARK RD,TR INTERNATIONAL,PASADENA,HARRIS,NA,775071105,29.641816,NA,-95.065398,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.641816,-95.065398,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070183112,NA,NA,NA,NA,2366 SULFUR PLANT RD,BEAUMONT GAS TO GASOLINE PLANT,BEAUMONT,JEFFERSON,NA,77705,30.031389,NA,-94.053889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.031389,-94.053889,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070186276,NA,NA,NA,NA,OLIN RD,OLIN RD CRUDE BUTADIENE MS MC 43 44,BEAUMONT,JEFFERSON,NA,77705,30.03945,NA,-94.06577,500,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.03945,-94.06577,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070188225,NA,NA,NA,NA,946 SPINDLETOP RD,AIR LIQUIDE SPINDLETOP HYDROGEN STORAGE,BEAUMONT,JEFFERSON,NA,777056653,30.021105,NA,-94.073236,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.021105,-94.073236,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070188909,NA,NA,NA,NA,2110 CARROLL ST,OFFSITE DEMOLITION CHARLTON POLLARD NEIGHBORHOOD,BEAUMONT,JEFFERSON,NA,777016314,30.06681,NA,-94.07956,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.06681,-94.07956,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070189812,NA,NA,NA,NA,4331 UNDERWOOD RD STE 400,INTERNATIONAL DISTRIBTION,PASADENA,HARRIS,NA,775071085,29.64421,NA,-95.086189,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.64421,-95.086189,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070191337,NA,NA,NA,NA,10925 STATE HIGHWAY 225,EQUISTAR CHEMICALS AT KATOEN NATIE,LA PORTE,HARRIS,NA,77571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6975454,29.6975454,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,201,NA,NAD83,77571,"10925 Hwy 225, La Porte, TX 77571, USA",GEOMETRIC_CENTER,success,1,29.6975454,-95.0618207
110070198458,NA,NA,NA,NA,4501 ATTWATER AVE TEXAS CITY TX 77590,SOLENIS AT ISP TECHNOLOGIES,NA,GALVESTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4278408,29.4278408,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,167,NA,NAD83,77539,"4501 Attwater Ave, Dickinson, TX 77539, USA",ROOFTOP,success,1,29.4278408,-94.9699144
110070207319,NA,NA,NA,NA,11810 N GESSNER RD,ADVANCED AUTO PARTS DISTRIBUTION CENTER 49,HOUSTON,HARRIS,NA,77064-1189,29.943888,NA,-95.546641,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.943888,-95.546641,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070225313,NA,NA,NA,NA,31555 KATY-BROOKSHIRE RD,AMAZONCOM SERVICES HOU3,KATY,WALLER,NA,77493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7860614,29.7860614,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,48473,NA,NAD83,77493,"31555 Katy Brookshire Rd, Katy, TX 77493, USA",RANGE_INTERPOLATED,success,1,29.7860614,-95.8896114
110070225316,NA,NA,NA,NA,1445 1445 SENS RD,ASHLAND AT CANAL CARTAGE,LA PORTE,HARRIS,NA,77571-9669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6883384,29.6883384,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,Google geocoding API - GS,48201,NA,NAD83,77571,"1445 Sens Rd, La Porte, TX 77571, USA",ROOFTOP,success,1,29.6883384,-95.045915
110070225688,NA,NA,NA,NA,2345 TIDAL ROAD,HOUSTON MARINE TERMINAL,DEER PARK,HARRIS,NA,77536,29.73318,NA,-95.09632,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.73318,-95.09632,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070239253,NA,NA,NA,NA,1349 AUSTIN AVE,RELADYNE,PORT ARTHUR,JEFFERSON,NA,77640,29.87758,NA,-93.94348,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.87758,-93.94348,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070240998,NA,NA,NA,NA,12000 LAWNDALE AVENUE,HOUSTON REFINING,HOUSTON,HARRIS,NA,77017,29.708566,NA,-95.24124,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.708566,-95.24124,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070261730,NA,NA,NA,NA,2350 GULFWAY DR,GT LOGISTICS GULFWAY TERMINAL,PORT ARTHUR,JEFFERSON,NA,77640,29.89453,NA,-93.93285,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.89453,-93.93285,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48245,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070274447,NA,NA,NA,NA,239 TX HWY 36,"SEATEX, LLC",ROSENBERG,FORT BEND,NA,77471,29.529733,NA,-95.940716,10,STORAGE TANK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.529733,-95.940716,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48157,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070289334,NA,NA,NA,NA,12620 W AIRPORT BLVD STE 130,PHARMEDIUM SERVICES,SUGAR LAND,FORT BEND,NA,77478-6200,29.64713,NA,-95.60324,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.64713,-95.60324,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48157,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070293489,NA,NA,NA,NA,6913 HIGHWAY 225,AQUA SOLUTIONS,DEER PARK,HARRIS,NA,77536-2414,29.70668,NA,-95.09832,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.70668,-95.09832,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070298694,NA,NA,NA,NA,2005 CANAL ST,UNITED PLASTICS,HOUSTON,HARRIS,NA,77003-1005,29.75935,NA,-95.34882,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.75935,-95.34882,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
110070308095,NA,NA,NA,NA,4701 BLALOCK RD,SEMASYS,HOUSTON,HARRIS,NA,77041-9240,29.84041,NA,-95.52416,30,CENTER OF A FACILITY OR STATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.84041,-95.52416,PROGbyFRS_uniq_11-21-22.csv - where registry_id is not in facilities_v2021Jul28_HUC8pts.shp,PROGbyFRS_uniq_11-21-22.csv,48201,482000000000000,NAD83,NA,NA,NA,NA,NA,NA,NA
