X,Y,REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE8,FAC_ACCURA,REF_POINT_DESC,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,lon_match,lat_match
-95.2401,29.729325,110038318905,Needs to be checked,FRS,,N,502 S MAIN ST,ARES USA INDUSTRIAL,GALENA PARK,HARRIS,TX,77547,29.729325,ADDRESS MATCHING-HOUSE NUMBER,-95.2401,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,326299,RN105712756,,,,,811,,29.729325,-95.2401,0,0
-95.644537,29.7523,110038320000,Keep source location,FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1723 HWY 6 SOUTH,CHAMPION LANDSCAPE SUPPLIES,HOUSTON,HARRIS,TX,77077,29.7523,ADDRESS MATCHING-HOUSE NUMBER,-95.644537,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,325314,RN105713879,,,,,812,,29.7523,-95.644537,1,0
-95.45702,29.79551,110038393244,Keep source location,FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1400 N POST OAK RD,CELOTEX THE HOUSTON PLANT,HOUSTON,HARRIS,TX,77055,29.79551,ADDRESS MATCHING-HOUSE NUMBER,-95.45702,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,324122,RN100646942,,,,,813,,29.79551,-95.45702,1,0
-95.254903,29.318786,110038427333,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,2330 FM 2917,ALLIED PETROCHEMICAL LLC,ALVIN,BRAZORIA,TX,77511,29.318786,ADDRESS MATCHING-HOUSE NUMBER,-95.254903,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,0,,,TXR000065300,,,0,32511,,32411,0,0,0,814,0,29.318786,-95.254903,1,0
-95.41487,29.99292,110038484468,Keep source location,FRS,"Address Matches, less than .5 miles away",N,603 NORTHPARK CENTRAL DR,SNIDER TIRE,HOUSTON,HARRIS,TX,77073,29.99292,ADDRESS MATCHING-HOUSE NUMBER,-95.41487,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,326212,RN105725741,,,,,815,,29.99292,-95.41487,0,0
-95.08713779,29.71799,110038705817,Keep source location,ECHO/FRS,Keep source,N,1230 BATTLEGROUND RD,INEOS POLYMERS,LA PORTE,HARRIS,TX,77571,29.718368,,-95.08583,17600,CENTER OF A FACILITY OR STATION,TX0000004820100004,12040104,4820101545,1006264,4182611,0,1800008111,,,TXD980625958,1E+11,,77536SLTXP1230B,325211,RN100229905,325110,,,,816,,29.71799,-95.08713779,0,0
-95.07919948,29.71331545,110039074961,Keep source location,ECHO/FRS,Keep source,N,550 INDEPENDENCE PKWY S,ITW LA PORTE TX,LA PORTE,HARRIS,TX,77571,29.70988,ADDRESS MATCHING-HOUSE NUMBER,-95.09091,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77572TWLPR55IND,325199,RN105659239,326150,,,,817,,29.71331545,-95.07919948,0,0
-95.64583,29.92149,110039099506,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9710 TELGE RD,CENTURY CORROSION TECH,HOUSTON,HARRIS,TX,77095,29.92149,ADDRESS MATCHING-HOUSE NUMBER,-95.64583,30,CENTER OF A FACILITY OR STATION,TX0000004820101926,12040104,,,,0,,,,0,,,0,325211,,,,,,818,,29.92149,-95.64583,0,0
-95.21598,29.82747,110039106883,Keep source location,FRS,"Address Matches, less than .5 miles away",N,12238 KINDRED ST,EGF ENERGY PARTNERS,HOUSTON,HARRIS,TX,77049,29.82747,ADDRESS MATCHING-HOUSE NUMBER,-95.21598,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,324191,RN100565100,,,,,819,,29.82747,-95.21598,1,0
-95.011726,29.669043,110039498772,Needs to be checked,ECHO/FRS,,N,914 S MAIN ST,ZACH SYSTEM,LA PORTE,HARRIS,TX,77572,29.669043,ADDRESS MATCHING-HOUSE NUMBER,-95.011726,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,0,,,77572ZCHSY914SM,325412,,,,,,820,,29.669043,-95.011726,0,0
-95.90842,30.04022,110040361783,Keep source location,FRS,"Address Matches, less than .5 miles away",N,18314 MATHIS RD,RAVAGO MANUFACTURING AMERICAS WALLER PLANT,WALLER,HARRIS,TX,77484,30.04022,ADDRESS MATCHING-HOUSE NUMBER,-95.90842,30,CENTER OF A FACILITY OR STATION,,12040102,,,,0,,,,,,,,325991,RN105856769,,,,,821,,30.04022,-95.90842,0,0
-95.24404,29.72367,110041046114,Keep source location,FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,1201 MAYO SHELL RD,GYPSUM PRODUCTION OPERATIONS,GALENA PARK,HARRIS,TX,77547,29.72367,ADDRESS MATCHING-HOUSE NUMBER,-95.24404,30,CENTER OF A FACILITY OR STATION,,12040104,,1002303,4924511,0,,,,,,,,325520,,,,,,822,,29.72367,-95.24404,1,0
-94.90935908,29.37573471,110041225288,Keep source location,ECHO,Keep source,N,10TH ST. SOUTH,TEXAS CITY REFINERY,TEXAS CITY,GALVESTON,TX,77590,29.376111,,-94.908055,17600,CENTER OF A FACILITY OR STATION,0,12040204,,1004370,3967111,0,0,,,0,,,0,324110,,0,0,0,0,823,0,29.37573471,-94.90935908,0,0
-95.36168,30.25886,110041332894,Keep source location,FRS,"Address Matches, less than .5 miles away",N,13939 OLD TEXACO RD,TRAM CHEMICALS,CONROE,MONTGOMERY,TX,77302,30.25886,ADDRESS MATCHING-HOUSE NUMBER,-95.36168,30,CENTER OF A FACILITY OR STATION,,12040101,,,,0,,,,,,,,325613,RN105937700,,,,,824,,30.25886,-95.36168,0,0
-95.452909,29.903036,110041341081,Needs to be checked,FRS,,N,11840 BIG JOHN ST,BIG JOHN WOOD RECYCLING,HOUSTON,HARRIS,TX,77038,29.903036,ADDRESS MATCHING-HOUSE NUMBER,-95.452909,150,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,325314,RN105935688,,,,,825,,29.903036,-95.452909,1,0
-95.386772,29.675392,110041624267,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,2811 HOMES ROAD,NOV TUBOSCOPE PLANT 3,HOUSTON,HARRIS,TX,77051,29.675392,INTERPOLATION-SATELLITE,-95.386772,17480,CENTER OF FACILITY,0,12040104,,,,0,,,,0,1E+11,,0,325211,,,,,,826,,29.675392,-95.386772,0,0
-95.14125,29.66575,110041716220,Keep source location,FRS,"Address Matches, less than .5 miles away",N,6335 SPENCER HWY,VALERO CORNER STORE 2184,PASADENA,HARRIS,TX,77505,29.66575,ADDRESS MATCHING-HOUSE NUMBER,-95.14125,30,CENTER OF A FACILITY OR STATION,,12040204,,,,0,,,,,,,,324110,RN102368693,,,,,827,,29.66575,-95.14125,1,1
-95.63886991,30.10582681,110041724346,Keep source location,FRS,Keep source - but looks like a gas station,N,29926 TOMBALL PKWY,VALERO CORNER STORE 2233,TOMBALL,HARRIS,TX,77375,30.105099,ADDRESS MATCHING-HOUSE NUMBER,-95.639163,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040102,,,,0,,,,,,,,324110,RN102373511,,,,,828,,30.10582681,-95.63886991,1,0
-94.91585724,29.82234793,110041740667,Keep geocoded location,FRS,Keep Geocoded Location,N,9548 EAST FWY,CHEVRON PHILLIPS CEDAR BAYOU PLANT,BAYTOWN,HARRIS,TX,77521,29.821724,ADDRESS MATCHING-HOUSE NUMBER,-94.915374,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040203,,,,0,,,,,,,,325211,RN102181534,,,,,829,,29.82234793,-94.91585724,0,0
-95.04389,29.460278,110042005503,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,4401 PARK AVE,PENNZOIL PRODUCTS CO.,DICKINSON,GALVESTON,TX,77539,29.460278,GPS CODE (PSEUDO RANGE) PRECISE POSITION,-95.04389,13,CENTER OF FACILITY,TX0000004816700030,12040204,4816700030,,4853311,0,,,340095579,TXD000013912,1E+11,,77539PNNZL4401P,324110,RN100221282,324199,,,,830,,29.460278,-95.04389,1,0
-95.50691,30.09006,110043587785,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,22335 GOSLING RD,TITAN INDUSTRIES,SPRING,HARRIS,TX,77389,30.09006,ADDRESS MATCHING-HOUSE NUMBER,-95.50691,30,CENTER OF A FACILITY OR STATION,0,12040102,,,,0,0,,,TXR000080331,,,0,32622,,0,0,0,0,831,0,30.09006,-95.50691,1,0
-95.447162,29.78934,110043645703,Keep source location,ECHO,"Within Parcel, less than 0.5 mi from source, no address match",N,3870 W 11TH STREET,CHEM REX,HOUSTON,HARRIS,TX,77055,29.78934,ADDRESS MATCHING-HOUSE NUMBER,-95.447162,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXD988088928,,,0,325131,,0,0,0,0,832,0,29.78934,-95.447162,1,0
-95.5583,29.85023,110043694696,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10528 TANNER RD,AMERICAN POOLS,HOUSTON,HARRIS,TX,77041,29.85023,ADDRESS MATCHING-HOUSE NUMBER,-95.5583,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77041MRCNP1528T,326199,,,,,,833,,29.85023,-95.5583,0,0
-95.11143,29.7253,110043782788,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,1000 TIDAL ROAD,OXY VINYLS LP - DEER PARK PVC,DEER PARK,HARRIS,TX,77536,29.7253,ADDRESS MATCHING-HOUSE NUMBER,-95.11143,30,CENTER OF A FACILITY OR STATION,TX0000004820100009,12040104,4820100009,1001712,4981011,0,,,,TXD056263528,,,77536CCDNT1000T,325211,RN100225879,,,,,834,,29.7253,-95.11143,0,0
-95.05492,29.70231,110043788719,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,11603 STRANGE RD,LAPORTE METHANOL COMPANY,LAPORTE,HARRIS,TX,77571,29.70231,ADDRESS MATCHING-HOUSE NUMBER,-95.05492,30,CENTER OF A FACILITY OR STATION,TX0000004820101503,12040104,4820101503,1004807,4055111,0,,,,0,,,77571LPRTM11603,325110,,,,,,835,,29.70231,-95.05492,0,0
-95.062778,29.639444,110044232773,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12900 BAY PARK ROAD,AKZO NOBEL POLYMER CHEMICALS,PASADENA,HARRIS,TX,77507,29.639444,INTERPOLATION-PHOTO,-95.062778,25,SW CORNER OF LAND PARCEL,TX0000004820100321,12040204,4820100321,,4057711,0,,,,TXR000057828,1E+11,,77507KZCHM13000,325199,RN104262704,325110,,,,836,,29.639444,-95.062778,0,0
-95.066932,29.70649,110044957543,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1515 MILLER CUT OFF RD # GATE1,LA PORTE PLANT,LA PORTE,HARRIS,TX,77571,29.70649,ADDRESS MATCHING-HOUSE NUMBER,-95.066932,150,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820101371,12040104,4820101371,,,0,,,,0,,,0,325110,,325199,,,,837,,29.70649,-95.066932,0,0
-95.44979,29.79732,110044993709,Needs to be checked,ECHO,"Address Matches, Check Location",N,3543 W. 12TH HOUSTON,"BIG THREE INDUSTRIAL GAS, INC.",HOUSTON,HARRIS,TX,77008,29.79732,ADDRESS MATCHING-BLOCK FACE,-95.44979,1000,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXP490142559,,,0,32512,,0,0,0,0,838,0,29.79732,-95.44979,0,0
-95.08694,29.62901,110045433090,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5761 UNDERWOOD RD,SUNOCO BAYPORT BPT1,PASADENA,HARRIS,TX,77507,29.62901,ADDRESS MATCHING-HOUSE NUMBER,-95.08694,30,CENTER OF A FACILITY OR STATION,TX0000004820101559,12040204,,,,0,,,,TXD020800371,,,0,325211,,,,,,839,,29.62901,-95.08694,1,0
-95.473533,30.421668,110045568667,Needs to be checked,ECHO/FRS,,N,4211 FM 2432 RD,INKJET INC,WILLIS,MONTGOMERY,TX,77378,30.421668,ADDRESS MATCHING-HOUSE NUMBER,-95.473533,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040101,,,,0,,,,TXR000011940,,,,325910,RN101284313,,,,,840,,30.421668,-95.473533,1,0
-95.02398,29.52149,110045656848,Keep source location,FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,2514 ANDERS,LEAGUE CITY PAVING,KEMAH,GALVESTON,TX,77565,29.52149,ADDRESS MATCHING-HOUSE NUMBER,-95.02398,30,CENTER OF A FACILITY OR STATION,,12040204,,,,8027228,,,,,,,,324121,RN101784726,,,,,841,,29.52149,-95.02398,1,0
-95.57999,29.84889,110046371699,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5610 BRYSTONE DR,W.R. GRACE & CO. - CONN. DENEEF,HOUSTON,HARRIS,TX,77041,29.84889,ADDRESS MATCHING-HOUSE NUMBER,-95.57999,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,7704WWRGRC561BR,325211,,,,,,842,,29.84889,-95.57999,0,0
-95.254903,29.318786,110046382419,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,2330 FM 2917 RD,CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.318786,ADDRESS MATCHING-HOUSE NUMBER,-95.254903,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004803900144,12040204,,,,0,,,,0,,,0,324110,,,,,,843,,29.318786,-95.254903,1,0
-95.04503,29.6255,110046424598,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,11777 BAY AREA BLVD,AIR LIQUIDE - SMR FACILITY,PASADENA,HARRIS,TX,77507,29.6255,ADDRESS MATCHING-HOUSE NUMBER,-95.04503,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXD980880256,,,7750WRLQDL11777,325120,,,,,,844,,29.6255,-95.04503,1,0
-95.27721,29.9795,110054864009,Keep source location,ECHO/FRS,"Address Matched, Keep Related Parcel",N,18000 EASTEX FWY,HYDRIL USA DISTRIBUTION HUMBLE,HUMBLE,HARRIS,TX,77396,29.9795,ADDRESS MATCHING-HOUSE NUMBER,-95.27721,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD096617907,,,0,326291,,,,,,845,,29.9795,-95.27721,1,0
-95.18737,29.75465,110054864376,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,13605 INDUSTRIAL RD,CHANNEL GREENHUNTER BIOREFINERY AND TERMINALS,HOUSTON,HARRIS,TX,77015,29.75465,ADDRESS MATCHING-HOUSE NUMBER,-95.18737,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,339768814,TXR000000349,,,0,324199,RN101057982,,,,,846,,29.75465,-95.18737,1,0
-95.22875,30.10159,110054867792,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,1 ROYAL PURPLE LN,ROYAL PURPLE,PORTER,MONTGOMERY,TX,77365,30.10159,ADDRESS MATCHING-HOUSE NUMBER,-95.22875,30,CENTER OF A FACILITY OR STATION,0,12040103,,,,0,,,,TXR000080611,,,0,324191,,,,,,847,,30.10159,-95.22875,0,0
-95.90215,29.87426,110054867916,Needs to be checked,ECHO/FRS,,N,30683 FM 529 RD,MPOWER SPECIALTY CHEMICALS,BROOKSHIRE,WALLER,TX,77423,29.87426,ADDRESS MATCHING-HOUSE NUMBER,-95.90215,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000080630,,,0,325998,,,,,,848,,29.87426,-95.90215,0,1
-95.014932,29.602491,110055415242,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12212 PORT RD HDA,TOTAL SPECIALTIES USA BAYPORT,PASADENA,HARRIS,TX,77507,29.602491,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.014932,18903,PLANT ENTRANCE (GENERAL),TX0000004820102006,12040204,,,6655511,0,,,,TXR000081389,,,0,325110,RN106629652,,,,,849,,29.602491,-95.014932,0,0
-95.18338425,29.76455961,110055499465,Keep geocoded location,ECHO,Keep Geocoded Location,N,1832 HADEN RD,BRENNTAG SOUTHWEST INC,HOUSTON,HARRIS,TX,77015,29.76476,ADDRESS MATCHING-HOUSE NUMBER,-95.178004,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,0,,,7701WLTVCR1832H,325188,,424690,325180,0,0,850,0,29.76455961,-95.18338425,0,0
-94.931234,29.333624,110055499553,Keep source location,ECHO/FRS,"Within Parcel, less than 0.5 mi from source, no address match",N,226 TEXAS CITY WYE,BLENPAC SERVICES,LA MARQUE,GALVESTON,TX,77568,29.333624,ADDRESS MATCHING-HOUSE NUMBER,-94.931234,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,0,,,7756WBLNPC226TE,325998,,,,,,851,,29.333624,-94.931234,1,1
-95.5932,30.18755,110055506796,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,30045 FM 2978 RD,"COOLGAS, INC. DBA A-GAS AMERICAS",MAGNOLIA,MONTGOMERY,TX,77354,30.18755,ADDRESS MATCHING-HOUSE NUMBER,-95.5932,30,CENTER OF A FACILITY OR STATION,0,12040102,,,,0,,,,0,,,7735WCMBSG345FM,325120,,,,,,852,,30.18755,-95.5932,0,0
-95.11328,29.71747,110056537804,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,41 TIDAL ROAD,LUBRIZOL - DEER PARK,DEER PARK,HARRIS,TX,77536,29.71747,ADDRESS MATCHING-HOUSE NUMBER,-95.11328,30,CENTER OF A FACILITY OR STATION,TX0000004820100109,12040104,4820100109,1000620,,0,,,340880830,TXD041067638,1E+11,,77536LBRZL41TID,325110,RN100221589,325199,,,,853,,29.71747,-95.11328,0,0
-95.171863,29.760597,110056638526,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2231 HADEN ROAD,ARKEMA INC. - HOUSTON TEXAS PLANT,HOUSTON,HARRIS,TX,77015,29.760597,ADDRESS MATCHING-HOUSE NUMBER,-95.171863,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100124,12040104,4820100124,,6642711,0,,,316217835,TXD008090011,1E+11,,77015PNNWL2231H,325199,RN100209444,325110,,,,854,,29.760597,-95.171863,1,0
-95.192611,29.742333,110056955521,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,2001 JACKSON ROAD,AGRIFOS FERTILIZER L.L.C.,PASADENA,HARRIS,TX,77506,29.742333,INTERPOLATION-MAP,-95.192611,50,POINT WHERE SUBSTANCE IS RELEASED,TX0000004820100029,12040104,4820100029,,6616511,0,,,,TXD099387474,1E+11,,77501MBLMN2001J,325311,RN101621944,325312,,,,855,,29.742333,-95.192611,1,0
-95.165513,29.742498,110056955987,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,2500 N. SOUTH ST.,ALBEMARLE CORP,PASADENA,HARRIS,TX,77503,29.742498,INTERPOLATION-MAP,-95.165513,50,POINT WHERE SUBSTANCE IS RELEASED,TX0000004820100015,12040104,4820100015,1003402,6536811,0,,,,TXR000004986,1E+11,,77503LBMRL2500N,325199,RN100218247,,,,,856,,29.742498,-95.165513,1,0
-94.90946011,29.37735087,110056967368,Keep geocoded location,ECHO/FRS,Keep Geocoded Location,N,502 10TH ST. SOUTH,MARATHON PETROLEUM COMPANY LP,TEXAS CITY,GALVESTON,TX,77590,29.379167,INTERPOLATION-PHOTO,-94.909444,25,ADMINISTRATIVE BUILDING,TX0000004816700005,12040204,4816700005,,,0,,,,TXD008079501,,,77590MRTHNFOOTO,324110,RN100210608,,,,,857,,29.37735087,-94.90946011,1,0
-95.43313,30.31448,110057068523,Needs to be checked,ECHO/FRS,,N,116A INDUSTRIAL CT,UTEX INDUSTRIES,CONROE,MONTGOMERY,TX,77301,30.31448,ADDRESS MATCHING-BLOCK FACE,-95.43313,1000,ENTRANCE POINT OF A FACILITY OR STATION,0,12040101,,,,0,,,,TXR000081639,,,0,326291,,,,,,858,,30.31448,-95.43313,0,0
-95.01573,29.77207,110057185479,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4701 DECKER,"LAYNE INLINER, LLC - BAYTOWN",BAYTOWN,HARRIS,TX,77520,29.77207,ADDRESS MATCHING-HOUSE NUMBER,-95.01573,30,CENTER OF A FACILITY OR STATION,0,12040203,,,,0,,,,TXR000081688,,,7752WLYNNL471DE,325991,,,,,,859,,29.77207,-95.01573,1,0
-95.532864,29.84019,110057254028,Keep source location,FRS,"Address Matches, less than .5 miles away",N,9690 W. WINGFOOT,STARPAK CORP,HOUSTON,HARRIS,TX,77041,29.84019,ADDRESS MATCHING-HOUSE NUMBER,-95.532864,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,16861911,0,,,314426248,,,,,325211,,,,,,860,,29.84019,-95.532864,1,0
-95.4167,29.62078,110057396045,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,13001 ALMEDA RD.,RAVAGO MANUFACTURING AMERICAS,HOUSTON,HARRIS,TX,77045,29.62078,ADDRESS MATCHING-HOUSE NUMBER,-95.4167,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,339263352,TXD156366783,,,7704WRVGMN131AL,325211,RN100692144,,,,,861,,29.62078,-95.4167,1,0
-95.4145,29.98986,110057780977,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,621 LOCKHAVEN DRIVE,CLOCK SPRING,HOUSTON,HARRIS,TX,77077,29.98986,ADDRESS MATCHING-HOUSE NUMBER,-95.4145,30,CENTER OF A FACILITY OR STATION,TX0000004820101998,12040104,,,17057011,0,,,338994213,0,,,7707WCLCKS621LC,325211,,,,,,862,,29.98986,-95.4145,0,0
-95.235833,29.7125,110058113704,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12000 LAWNDALE ST,HOUSTON REFINING,HOUSTON,HARRIS,TX,77017,29.7125,INTERPOLATION-SATELLITE,-95.235833,200,CENTER OF A FACILITY OR STATION,TX0000004820100040,12040104,4820100040,1004130,4762811,2521676,,TX0003247,342064078,TXD000836171,,TXD981157522,77017LYNDL12000,324110,RN100218130,325110,,,,863,,29.7125,-95.235833,1,0
-95.42325,29.58698,110059455174,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,95 SOUTHBELT INDUSTRIAL DR,APRM INC,HOUSTON,HARRIS,TX,77047,29.58698,ADDRESS MATCHING-HOUSE NUMBER,-95.42325,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,0,,,77047PLNTM95SUT,325211,,,,,,864,,29.58698,-95.42325,1,0
-95.59519,29.71317,110059673919,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12217 6TH ST,ALIEF OIL RECYCLERS,HOUSTON,HARRIS,TX,77072,29.71317,ADDRESS MATCHING-HOUSE NUMBER,-95.59519,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000081679,,,0,324191,,,,,,865,,29.71317,-95.59519,1,0
-95.06687,29.70352,110059674115,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,616 MILLER CUT OFF RD,AIRGAS USA LA PORTE REGION,LA PORTE,HARRIS,TX,77571,29.70352,ADDRESS MATCHING-HOUSE NUMBER,-95.06687,30,CENTER OF A FACILITY OR STATION,,12040104,,,,3600980109,,,,TXR000081702,,,,325120,RN105526503,,,,,866,,29.70352,-95.06687,0,1
-95.6701,30.13351,110059776112,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,32920 DECKER PRAIRIE RD,ESCO PLASTICS,MAGNOLIA,MONTGOMERY,TX,77355,30.13351,ADDRESS MATCHING-HOUSE NUMBER,-95.6701,30,CENTER OF A FACILITY OR STATION,0,12040102,,,,0,,,341470029,TXR000081779,,,0,325991,,,,,,867,,30.13351,-95.6701,0,0
-95.4003,29.9937,110059776121,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,20805 FERNBUSH LN,FAROUK SYSTEMS RICHY RD WAREHOUSE,HOUSTON,HARRIS,TX,77073,29.9937,ADDRESS MATCHING-HOUSE NUMBER,-95.4003,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXR000081780,,,0,325620,,0,0,0,0,868,0,29.9937,-95.4003,0,0
-95.03659,29.702719,110059809989,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,12342 STRANG ROAD,KURARAY AMERICA VINYLS,LA PORTE,HARRIS,TX,77571,29.702719,ADDRESS MATCHING-HOUSE NUMBER,-95.03659,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820101999,12040104,,,,0,,,,TXR000081798,1E+11,,7757WKRRYM12342,325199,,,,,,869,,29.702719,-95.03659,1,0
-95.065398,29.641816,110060241331,Keep source location,FRS,"Address Matches, less than .5 miles away",N,13103 BAYPARK RD,BAKER HUGHES - SPECIALTY POLYMERS AND AQUANESS,PASADENA,HARRIS,TX,77507,29.641816,ADDRESS MATCHING-HOUSE NUMBER,-95.065398,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040204,,,,0,,,,TXP490351485,,,,325199,,,,,,870,,29.641816,-95.065398,0,1
-95.12802,29.85963,110060257617,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9902 SHELDON RD,BAKER HUGHES OILFIELD OPERATIONS INC,HOUSTON,HARRIS,TX,77049,29.85963,ADDRESS MATCHING-HOUSE NUMBER,-95.12802,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000046797,,,7704WBKRHG992SH,325998,RN100565969,,,,,871,,29.85963,-95.12802,1,0
-95.427213,30.300973,110060258634,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1700 ORVAL RD,CONROE PLASTICS MOLDING (CPM),CONROE,MONTGOMERY,TX,77301,30.300973,ADDRESS MATCHING-HOUSE NUMBER,-95.427213,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040101,,,"17057111,missing NEI",0,,,,TXR000081726,,,7730WCNRPL17RVA,326199,RN107193526,,,,,872,,30.300973,-95.427213,0,0
-95.06223,29.60519,110060259704,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9730 BAY AREA BLVD,CHEMQUEST CHEMICALS LLC,PASADENA,HARRIS,TX,77507,29.60519,ADDRESS MATCHING-HOUSE NUMBER,-95.06223,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXR000080300,1E+11,,7750WCHMQS973BA,325998,RN102918703,,,,,873,,29.60519,-95.06223,0,1
-95.2875,29.78835,110060260140,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,7707 WALLISVILLE RD,PRINCE ENERGY LLC,HOUSTON,HARRIS,TX,77020,29.78835,ADDRESS MATCHING-HOUSE NUMBER,-95.2875,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,0,,,7702WPRNCN777WA,325220,,0,0,0,0,874,0,29.78835,-95.2875,0,0
